date,team,odds
2019-11-05,Indiana,425
2019-11-05,Charlotte,-600
2019-11-05,Boston,-700
2019-11-05,Cleveland,475
2019-11-05,San Antonio,1800
2019-11-05,Atlanta,-15000
2019-11-05,L.A. Lakers,-15000
2019-11-05,Chicago,1800
2019-12-03,Orlando,-15000
2019-12-03,Washington,1800
2020-01-09,Boston,1800
2020-01-09,Philadelphia,-15000
2020-01-19,Miami,475
2020-01-19,San Antonio,-700
2020-01-23,Dallas,-25000
2020-01-23,Portland,2200
2020-01-31,Toronto,-3000
2020-01-31,Detroit,1425
2020-01-31,Chicago,1600
2020-01-31,Brooklyn,-6600
2020-01-31,Dallas,1600
2020-01-31,Houston,-6600
2020-01-31,Memphis,1800
2020-01-31,New Orleans,-15000
2020-01-31,Oklahoma City,-150
2020-01-31,Phoenix,120
2020-07-31,Orlando,-330
2020-07-31,Brooklyn,265
2020-07-31,Memphis,140
2020-07-31,Portland,-160
2020-07-31,Phoenix,-300
2020-07-31,Washington,240
2020-07-31,Houston,-120
2020-07-31,Dallas,100
2020-08-05,Philadelphia,-600
2020-08-05,Washington,450
2020-08-05,Toronto,-320
2020-08-05,Orlando,260
2020-08-09,Orlando,300
2020-08-09,Boston,-380
2020-08-09,Brooklyn,320
2020-08-09,LA,-400
2020-08-12,Miami,-165
2020-08-12,Oklahoma City,145
2020-08-12,LA,-225
2020-08-12,Denver,185
2020-08-17,Brooklyn,375
2020-08-17,Toronto,-500
2020-08-17,Philadelphia,220
2020-08-17,Boston,-270
2020-08-21,Denver,100
2020-08-21,Utah,-120
2020-09-02,Miami,205
2020-09-02,Milwaukee,-245
2020-09-10,L.A. Lakers,-220
2020-09-10,Houston,180
2020-09-12,Houston,205
2020-09-12,L.A. Lakers,-245
2020-09-13,LA,-380
2020-09-13,Denver,300
2020-09-18,Denver,240
2020-09-18,L.A. Lakers,-300
2020-12-22,LA,115
2020-12-22,L.A. Lakers,-135
2021-01-14,Miami,280
2021-01-14,Philadelphia,-360
2021-01-14,Houston,235
2021-01-14,San Antonio,-290
2021-01-14,Indiana,130
2021-01-14,Portland,-150
2021-01-14,Golden State,160
2021-01-14,Denver,-180
2021-01-20,Dallas,-140
2021-01-20,Indiana,120
2021-01-20,Brooklyn,-550
2021-01-20,Cleveland,425
2021-01-20,Boston,165
2021-01-20,Philadelphia,-185
2021-01-20,Miami,160
2021-01-20,Toronto,-180
2021-01-20,Orlando,-175
2021-01-20,Minnesota,155
2021-01-20,Sacramento,475
2021-01-20,L.A. Clippers,-650
2021-01-20,Memphis,-115
2021-01-20,Portland,-105
2021-01-21,New York,175
2021-01-21,Golden State,-210
2021-01-29,Atlanta,-165
2021-01-29,Washington,145
2021-01-29,Brooklyn,-270
2021-01-29,Oklahoma City,220
2021-01-29,Denver,-180
2021-01-29,San Antonio,160
2021-02-12,Minnesota,130
2021-02-12,Charlotte,-150
2021-02-12,New York,-145
2021-02-12,Washington,125
2021-02-12,New Orleans,130
2021-02-12,Dallas,-150
2021-02-12,San Antonio,115
2021-02-12,Atlanta,-135
2021-02-12,Detroit,240
2021-02-12,Boston,-300
2021-02-12,Oklahoma City,575
2021-02-12,Denver,-850
2021-02-12,Milwaukee,115
2021-02-12,Utah,-135
2021-02-12,Memphis,300
2021-02-12,L.A. Lakers,-380
2021-02-12,Orlando,220
2021-02-12,Sacramento,-270
2021-02-18,Toronto,260
2021-02-18,Milwaukee,-320
2021-02-18,Brooklyn,130
2021-02-18,L.A. Lakers,-150
2021-02-18,Miami,-105
2021-02-18,Sacramento,-115
2021-02-19,Golden State,-220
2021-02-19,Orlando,180
2021-02-19,Denver,-425
2021-02-19,Cleveland,325
2021-02-19,Chicago,210
2021-02-19,Philadelphia,-250
2021-02-19,Atlanta,170
2021-02-19,Boston,-200
2021-02-19,Phoenix,-160
2021-02-19,New Orleans,140
2021-02-19,Oklahoma City,475
2021-02-19,Milwaukee,-650
2021-02-19,Detroit,165
2021-02-19,Memphis,-185
2021-02-19,Utah,-110
2021-02-19,L.A. Clippers,-110
2021-02-21,Boston,-135
2021-02-21,New Orleans,115
2021-02-21,Oklahoma City,-145
2021-02-21,Cleveland,125
2021-02-21,Detroit,135
2021-02-21,Orlando,-155
2021-02-21,Philadelphia,-150
2021-02-21,Toronto,130
2021-02-21,Minnesota,130
2021-02-21,New York,-150
2021-02-21,Denver,-140
2021-02-21,Atlanta,120
2021-02-21,Brooklyn,215
2021-02-21,L.A. Clippers,-260
2021-02-21,Sacramento,425
2021-02-21,Milwaukee,-550
2021-02-22,Chicago,-115
2021-02-22,Houston,-105
2021-02-22,Memphis,155
2021-02-22,Dallas,-175
2021-02-22,Miami,-290
2021-02-22,Oklahoma City,235
2021-02-22,Portland,210
2021-02-22,Phoenix,-250
2021-02-22,Washington,235
2021-02-22,L.A. Lakers,-290
2021-02-23,Atlanta,-350
2021-02-23,Cleveland,275
2021-02-23,Detroit,155
2021-02-23,Orlando,-175
2021-02-23,Golden State,-170
2021-02-23,New York,150
2021-02-23,Philadelphia,-135
2021-02-23,Toronto,115
2021-02-23,Boston,-135
2021-02-23,Dallas,115
2021-02-23,Sacramento,190
2021-02-23,Brooklyn,-230
2021-02-23,Minnesota,450
2021-02-23,Milwaukee,-600
2021-02-23,Portland,200
2021-02-23,Denver,-240
2021-02-23,Washington,550
2021-02-23,L.A. Clippers,-800
2021-02-24,Houston,-220
2021-02-24,Cleveland,180
2021-02-24,Boston,-125
2021-02-24,Atlanta,105
2021-02-24,Golden State,110
2021-02-24,Indiana,-130
2021-02-24,Toronto,110
2021-02-24,Miami,-130
2021-02-24,San Antonio,-115
2021-02-24,Oklahoma City,-105
2021-02-24,Minnesota,170
2021-02-24,Chicago,-200
2021-02-24,Detroit,500
2021-02-24,New Orleans,-700
2021-02-24,Charlotte,320
2021-02-24,Phoenix,-400
2021-02-24,L.A. Lakers,280
2021-02-24,Utah,-360
2021-02-25,Dallas,170
2021-02-25,Philadelphia,-200
2021-02-25,Orlando,320
2021-02-25,Brooklyn,-400
2021-02-25,Sacramento,-105
2021-02-25,New York,-115
2021-02-25,L.A. Clippers,-320
2021-02-25,Memphis,260
2021-02-25,Washington,280
2021-02-25,Denver,-360
2021-02-25,New Orleans,280
2021-02-25,Milwaukee,-360
2021-02-26,Houston,215
2021-02-26,Toronto,-260
2021-02-26,Indiana,125
2021-02-26,Boston,-145
2021-02-26,Sacramento,-120
2021-02-26,Detroit,100
2021-02-26,Utah,-260
2021-02-26,Miami,215
2021-02-26,Atlanta,-210
2021-02-26,Oklahoma City,175
2021-02-26,Phoenix,-260
2021-02-26,Chicago,215
2021-02-26,L.A. Clippers,-340
2021-02-26,Memphis,270
2021-02-26,Charlotte,210
2021-02-26,Golden State,-250
2021-02-26,Portland,170
2021-02-26,L.A. Lakers,-200
2021-02-27,Minnesota,160
2021-02-27,Washington,-180
2021-02-27,Cleveland,475
2021-02-27,Philadelphia,-650
2021-02-27,New Orleans,-130
2021-02-27,San Antonio,110
2021-02-27,Indiana,-110
2021-02-27,New York,-110
2021-02-27,Utah,-500
2021-02-27,Orlando,375
2021-02-27,Denver,-270
2021-02-27,Oklahoma City,220
2021-02-27,Dallas,-115
2021-02-27,Brooklyn,-105
2021-02-28,L.A. Clippers,105
2021-02-28,Milwaukee,-125
2021-02-28,Washington,235
2021-02-28,Boston,-290
2021-02-28,Golden State,125
2021-02-28,L.A. Lakers,-145
2021-02-28,New York,-120
2021-02-28,Detroit,100
2021-02-28,Atlanta,120
2021-02-28,Miami,-140
2021-02-28,Memphis,-165
2021-02-28,Houston,145
2021-02-28,Phoenix,-550
2021-02-28,Minnesota,425
2021-02-28,Charlotte,145
2021-02-28,Sacramento,-165
2021-02-28,Chicago,160
2021-02-28,Toronto,-180
2021-03-01,Indiana,140
2021-03-01,Philadelphia,-160
2021-03-01,Dallas,-280
2021-03-01,Orlando,230
2021-03-01,Utah,-290
2021-03-01,New Orleans,235
2021-03-01,Denver,-175
2021-03-01,Chicago,155
2021-03-01,Brooklyn,-175
2021-03-01,San Antonio,155
2021-03-01,Cleveland,120
2021-03-01,Houston,-140
2021-03-01,Charlotte,280
2021-03-01,Portland,-360
2021-03-02,Memphis,-110
2021-03-02,Washington,-110
2021-03-02,L.A. Clippers,-200
2021-03-02,Boston,170
2021-03-02,Atlanta,110
2021-03-02,Miami,-130
2021-03-02,New York,-125
2021-03-02,San Antonio,105
2021-03-02,Denver,260
2021-03-02,Milwaukee,-320
2021-03-02,Phoenix,-110
2021-03-02,L.A. Lakers,-110
2021-03-02,Detroit,320
2021-03-02,Toronto,-400
2021-03-03,Detroit,270
2021-03-03,Toronto,-340
2021-03-03,Indiana,-270
2021-03-03,Cleveland,220
2021-03-03,Utah,-160
2021-03-03,Philadelphia,140
2021-03-03,Brooklyn,-600
2021-03-03,Houston,450
2021-03-03,Chicago,200
2021-03-03,New Orleans,-240
2021-03-03,Atlanta,-150
2021-03-03,Orlando,130
2021-03-03,Charlotte,-130
2021-03-03,Minnesota,110
2021-03-03,Oklahoma City,175
2021-03-03,Dallas,-210
2021-03-03,Golden State,-115
2021-03-03,Portland,-105
2021-03-03,L.A. Lakers,160
2021-03-03,Sacramento,-180
2021-03-04,L.A. Clippers,-390
2021-03-04,Washington,310
2021-03-04,Toronto,290
2021-03-04,Boston,-370
2021-03-04,Detroit,240
2021-03-04,New York,-300
2021-03-04,Denver,-165
2021-03-04,Indiana,145
2021-03-04,Milwaukee,-245
2021-03-04,Memphis,205
2021-03-04,Miami,-125
2021-03-04,New Orleans,105
2021-03-04,Oklahoma City,240
2021-03-04,San Antonio,-300
2021-03-04,Golden State,650
2021-03-04,Phoenix,-1000
2021-03-04,Sacramento,167
2021-03-04,Portland,-192
2021-03-07,Team Durant East,155
2021-03-07,Team LeBron West,-175
2021-03-10,Washington,130
2021-03-10,Memphis,-150
2021-03-10,San Antonio,160
2021-03-10,Dallas,-180
2021-03-11,Detroit,165
2021-03-11,Charlotte,-185
2021-03-11,Boston,120
2021-03-11,Brooklyn,-140
2021-03-11,Atlanta,-155
2021-03-11,Toronto,135
2021-03-11,Philadelphia,130
2021-03-11,Chicago,-150
2021-03-11,Orlando,325
2021-03-11,Miami,-425
2021-03-11,New York,500
2021-03-11,Milwaukee,-700
2021-03-11,Minnesota,280
2021-03-11,New Orleans,-360
2021-03-11,Dallas,-130
2021-03-11,Oklahoma City,110
2021-03-11,Phoenix,-185
2021-03-11,Portland,165
2021-03-11,Golden State,235
2021-03-11,L.A. Clippers,-290
2021-03-11,Houston,210
2021-03-11,Sacramento,-250
2021-03-12,Philadelphia,-155
2021-03-12,Washington,135
2021-03-12,Cleveland,225
2021-03-12,New Orleans,-275
2021-03-12,Denver,-145
2021-03-12,Memphis,125
2021-03-12,Miami,-130
2021-03-12,Chicago,110
2021-03-12,Orlando,240
2021-03-12,San Antonio,-300
2021-03-12,Houston,1500
2021-03-12,Utah,-3500
2021-03-12,Indiana,170
2021-03-12,L.A. Lakers,-200
2021-03-13,New York,-185
2021-03-13,Oklahoma City,165
2021-03-13,Detroit,500
2021-03-13,Brooklyn,-700
2021-03-13,Toronto,120
2021-03-13,Charlotte,-140
2021-03-13,Milwaukee,-1100
2021-03-13,Washington,700
2021-03-13,Sacramento,150
2021-03-13,Atlanta,-170
2021-03-13,Portland,-200
2021-03-13,Minnesota,170
2021-03-13,Indiana,240
2021-03-13,Phoenix,-300
2021-03-13,Dallas,-105
2021-03-13,Denver,-115
2021-03-14,Memphis,-380
2021-03-14,Oklahoma City,300
2021-03-14,Utah,-320
2021-03-14,Golden State,260
2021-03-14,San Antonio,170
2021-03-14,Philadelphia,-200
2021-03-14,Miami,-310
2021-03-14,Orlando,250
2021-03-14,Cleveland,180
2021-03-14,Atlanta,-220
2021-03-14,Boston,-700
2021-03-14,Houston,500
2021-03-14,Portland,-200
2021-03-14,Minnesota,170
2021-03-14,L.A. Clippers,-240
2021-03-14,New Orleans,200
2021-03-14,Toronto,145
2021-03-14,Chicago,-165
2021-03-15,Milwaukee,-380
2021-03-15,Washington,300
2021-03-15,Sacramento,130
2021-03-15,Charlotte,-150
2021-03-15,New York,280
2021-03-15,Brooklyn,-360
2021-03-15,San Antonio,-120
2021-03-15,Detroit,100
2021-03-15,L.A. Clippers,-120
2021-03-15,Dallas,100
2021-03-15,Indiana,155
2021-03-15,Denver,-175
2021-03-15,Memphis,240
2021-03-15,Phoenix,-300
2021-03-15,L.A. Lakers,-115
2021-03-15,Golden State,-105
2021-03-16,Utah,-160
2021-03-16,Boston,140
2021-03-16,Oklahoma City,230
2021-03-16,Chicago,-280
2021-03-16,Atlanta,-380
2021-03-16,Houston,300
2021-03-16,New York,240
2021-03-16,Philadelphia,-300
2021-03-16,Cleveland,500
2021-03-16,Miami,-700
2021-03-16,New Orleans,110
2021-03-16,Portland,-130
2021-03-16,Minnesota,270
2021-03-16,L.A. Lakers,-340
2021-03-17,Brooklyn,110
2021-03-17,Indiana,-130
2021-03-17,Milwaukee,-245
2021-03-17,Philadelphia,205
2021-03-17,Sacramento,-105
2021-03-17,Washington,-115
2021-03-17,Toronto,-260
2021-03-17,Detroit,215
2021-03-17,Boston,-320
2021-03-17,Cleveland,260
2021-03-17,Golden State,-750
2021-03-17,Houston,525
2021-03-17,San Antonio,105
2021-03-17,Chicago,-125
2021-03-17,Charlotte,215
2021-03-17,Denver,-260
2021-03-17,Miami,-115
2021-03-17,Memphis,-105
2021-03-17,L.A. Clippers,-130
2021-03-17,Dallas,110
2021-03-18,Utah,-650
2021-03-18,Washington,475
2021-03-18,Oklahoma City,280
2021-03-18,Atlanta,-360
2021-03-18,Orlando,175
2021-03-18,New York,-210
2021-03-18,Minnesota,475
2021-03-18,Phoenix,-650
2021-03-18,New Orleans,105
2021-03-18,Portland,-125
2021-03-18,Charlotte,240
2021-03-18,L.A. Lakers,-300
2021-03-19,San Antonio,-200
2021-03-19,Cleveland,170
2021-03-19,Sacramento,235
2021-03-19,Boston,-290
2021-03-19,Indiana,160
2021-03-19,Miami,-180
2021-03-19,Golden State,215
2021-03-19,Memphis,-260
2021-03-19,Brooklyn,-600
2021-03-19,Orlando,450
2021-03-19,Detroit,115
2021-03-19,Houston,-135
2021-03-19,Utah,-170
2021-03-19,Toronto,150
2021-03-19,Chicago,240
2021-03-19,Denver,-300
2021-03-19,Minnesota,475
2021-03-19,Phoenix,-650
2021-03-19,Dallas,-145
2021-03-19,Portland,125
2021-03-20,Atlanta,140
2021-03-20,L.A. Lakers,-160
2021-03-20,Golden State,220
2021-03-20,Memphis,-270
2021-03-20,Sacramento,205
2021-03-20,Philadelphia,-245
2021-03-20,San Antonio,525
2021-03-20,Milwaukee,-750
2021-03-20,Charlotte,375
2021-03-20,L.A. Clippers,-500
2021-03-21,Indiana,140
2021-03-21,Miami,-160
2021-03-21,Oklahoma City,170
2021-03-21,Houston,-200
2021-03-21,New Orleans,210
2021-03-21,Denver,-250
2021-03-21,Orlando,320
2021-03-21,Boston,-400
2021-03-21,Washington,310
2021-03-21,Brooklyn,-390
2021-03-21,Toronto,-290
2021-03-21,Cleveland,235
2021-03-21,Chicago,-160
2021-03-21,Detroit,140
2021-03-21,Philadelphia,-115
2021-03-21,New York,-105
2021-03-21,L.A. Lakers,425
2021-03-21,Phoenix,-550
2021-03-21,Dallas,-130
2021-03-21,Portland,110
2021-03-22,Sacramento,-175
2021-03-22,Cleveland,155
2021-03-22,Oklahoma City,175
2021-03-22,Minnesota,-210
2021-03-22,Charlotte,175
2021-03-22,San Antonio,-210
2021-03-22,Toronto,-380
2021-03-22,Houston,300
2021-03-22,Indiana,235
2021-03-22,Milwaukee,-290
2021-03-22,Utah,-500
2021-03-22,Chicago,375
2021-03-22,Boston,165
2021-03-22,Memphis,-185
2021-03-22,Atlanta,200
2021-03-22,L.A. Clippers,-240
2021-03-23,Denver,-320
2021-03-23,Orlando,260
2021-03-23,Washington,120
2021-03-23,New York,-140
2021-03-23,L.A. Lakers,185
2021-03-23,New Orleans,-225
2021-03-23,Phoenix,-125
2021-03-23,Miami,105
2021-03-23,Brooklyn,110
2021-03-23,Portland,-130
2021-03-23,Philadelphia,-180
2021-03-23,Golden State,160
2021-03-24,Detroit,260
2021-03-24,Indiana,-320
2021-03-24,Boston,220
2021-03-24,Milwaukee,-270
2021-03-24,Denver,-120
2021-03-24,Toronto,100
2021-03-24,Cleveland,260
2021-03-24,Chicago,-320
2021-03-24,Memphis,-280
2021-03-24,Oklahoma City,230
2021-03-24,Phoenix,-425
2021-03-24,Orlando,325
2021-03-24,Charlotte,-170
2021-03-24,Houston,150
2021-03-24,Dallas,-350
2021-03-24,Minnesota,275
2021-03-24,L.A. Clippers,-245
2021-03-24,San Antonio,205
2021-03-24,Brooklyn,700
2021-03-24,Utah,-1100
2021-03-24,Atlanta,-145
2021-03-24,Sacramento,125
2021-03-25,Washington,125
2021-03-25,New York,-145
2021-03-25,Portland,-140
2021-03-25,Miami,120
2021-03-25,L.A. Clippers,-125
2021-03-25,San Antonio,105
2021-03-25,Golden State,160
2021-03-25,Sacramento,-180
2021-03-25,Philadelphia,-240
2021-03-25,L.A. Lakers,200
2021-03-26,Brooklyn,-275
2021-03-26,Detroit,225
2021-03-26,Phoenix,-155
2021-03-26,Toronto,135
2021-03-26,Boston,190
2021-03-26,Milwaukee,-230
2021-03-26,Portland,-525
2021-03-26,Orlando,400
2021-03-26,Miami,-125
2021-03-26,Charlotte,105
2021-03-26,Denver,-140
2021-03-26,New Orleans,120
2021-03-26,Houston,155
2021-03-26,Minnesota,-175
2021-03-26,Indiana,-125
2021-03-26,Dallas,105
2021-03-26,Memphis,425
2021-03-26,Utah,-550
2021-03-26,Atlanta,-275
2021-03-26,Golden State,225
2021-03-26,Cleveland,160
2021-03-26,L.A. Lakers,-180
2021-03-27,New York,-135
2021-03-27,Milwaukee,115
2021-03-27,Detroit,180
2021-03-27,Washington,-220
2021-03-27,Houston,165
2021-03-27,Minnesota,-185
2021-03-27,Chicago,100
2021-03-27,San Antonio,-120
2021-03-27,Memphis,350
2021-03-27,Utah,-450
2021-03-27,Dallas,175
2021-03-27,New Orleans,-210
2021-03-27,Boston,-260
2021-03-27,Oklahoma City,215
2021-03-27,Philadelphia,175
2021-03-27,L.A. Clippers,-210
2021-03-27,Cleveland,325
2021-03-27,Sacramento,-425
2021-03-28,Phoenix,-250
2021-03-28,Charlotte,210
2021-03-28,Portland,-145
2021-03-28,Toronto,125
2021-03-28,Atlanta,167
2021-03-28,Denver,-192
2021-03-28,Orlando,240
2021-03-28,L.A. Lakers,-300
2021-03-29,Indiana,-290
2021-03-29,Washington,235
2021-03-29,Miami,-155
2021-03-29,New York,135
2021-03-29,Minnesota,450
2021-03-29,Brooklyn,-600
2021-03-29,New Orleans,125
2021-03-29,Boston,-145
2021-03-29,Dallas,-700
2021-03-29,Oklahoma City,500
2021-03-29,Toronto,-220
2021-03-29,Detroit,180
2021-03-29,Memphis,-360
2021-03-29,Houston,280
2021-03-29,Sacramento,120
2021-03-29,San Antonio,-140
2021-03-29,Cleveland,1150
2021-03-29,Utah,-2200
2021-03-29,Milwaukee,115
2021-03-29,L.A. Clippers,-135
2021-03-29,Chicago,110
2021-03-29,Golden State,-130
2021-03-30,Charlotte,-180
2021-03-30,Washington,160
2021-03-30,Philadelphia,180
2021-03-30,Denver,-220
2021-03-30,Atlanta,190
2021-03-30,Phoenix,-230
2021-03-30,Orlando,500
2021-03-30,L.A. Clippers,-700
2021-03-31,Portland,-330
2021-03-31,Detroit,265
2021-03-31,Miami,-120
2021-03-31,Indiana,100
2021-03-31,Houston,700
2021-03-31,Brooklyn,-1100
2021-03-31,Dallas,-105
2021-03-31,Boston,-115
2021-03-31,Toronto,-310
2021-03-31,Oklahoma City,250
2021-03-31,New York,-150
2021-03-31,Minnesota,130
2021-03-31,Utah,-230
2021-03-31,Memphis,190
2021-03-31,Sacramento,120
2021-03-31,San Antonio,-140
2021-03-31,Milwaukee,110
2021-03-31,L.A. Lakers,-150
2021-03-31,Chicago,270
2021-03-31,Phoenix,-340
2021-04-01,Philadelphia,-500
2021-04-01,Cleveland,375
2021-04-01,Washington,100
2021-04-01,Detroit,-120
2021-04-01,Charlotte,125
2021-04-01,Brooklyn,-145
2021-04-01,Golden State,125
2021-04-01,Miami,-145
2021-04-01,Orlando,180
2021-04-01,New Orleans,-220
2021-04-01,Atlanta,100
2021-04-01,San Antonio,-120
2021-04-01,Denver,110
2021-04-01,L.A. Clippers,-130
2021-04-02,Golden State,165
2021-04-02,Toronto,-185
2021-04-02,Houston,550
2021-04-02,Boston,-800
2021-04-02,Dallas,-230
2021-04-02,New York,190
2021-04-02,Minnesota,215
2021-04-02,Memphis,-260
2021-04-02,Charlotte,167
2021-04-02,Indiana,-192
2021-04-02,Atlanta,-105
2021-04-02,New Orleans,-115
2021-04-02,Chicago,700
2021-04-02,Utah,-1100
2021-04-02,L.A. Lakers,160
2021-04-02,Sacramento,-180
2021-04-02,Oklahoma City,700
2021-04-02,Phoenix,-1100
2021-04-02,Milwaukee,-145
2021-04-02,Portland,125
2021-04-03,Dallas,-185
2021-04-03,Washington,165
2021-04-03,New York,-125
2021-04-03,Detroit,105
2021-04-03,Cleveland,650
2021-04-03,Miami,-1000
2021-04-03,Minnesota,700
2021-04-03,Philadelphia,-1100
2021-04-03,Orlando,900
2021-04-03,Utah,-1500
2021-04-03,Indiana,185
2021-04-03,San Antonio,-225
2021-04-03,Milwaukee,-150
2021-04-03,Sacramento,130
2021-04-03,Oklahoma City,650
2021-04-03,Portland,-1000
2021-04-04,Brooklyn,-130
2021-04-04,Chicago,110
2021-04-04,L.A. Lakers,450
2021-04-04,L.A. Clippers,-600
2021-04-04,Charlotte,320
2021-04-04,Boston,-400
2021-04-04,Memphis,125
2021-04-04,Philadelphia,-145
2021-04-04,Golden State,110
2021-04-04,Atlanta,-130
2021-04-04,New Orleans,-220
2021-04-04,Houston,180
2021-04-04,Orlando,1200
2021-04-04,Denver,-2400
2021-04-05,New York,205
2021-04-05,Brooklyn,-245
2021-04-05,Cleveland,275
2021-04-05,San Antonio,-350
2021-04-05,Washington,185
2021-04-05,Toronto,-225
2021-04-05,Sacramento,-165
2021-04-05,Minnesota,145
2021-04-05,Detroit,-150
2021-04-05,Oklahoma City,130
2021-04-05,Utah,-225
2021-04-05,Dallas,185
2021-04-05,Phoenix,-1200
2021-04-05,Houston,750
2021-04-06,Chicago,-130
2021-04-06,Indiana,110
2021-04-06,Philadelphia,-110
2021-04-06,Boston,-110
2021-04-06,L.A. Lakers,-120
2021-04-06,Toronto,100
2021-04-06,New Orleans,140
2021-04-06,Atlanta,-160
2021-04-06,Memphis,210
2021-04-06,Miami,-250
2021-04-06,Detroit,550
2021-04-06,Denver,-800
2021-04-06,Milwaukee,-140
